
120,121,5.083,122,4.719,243,3.883,2164,3.586,11,3.183
10020,812,3.319,786,2.878,243,2.806,9331,2.716,7443,2.698
194,243,4.596,786,3.267,641,3.053,134,2.977,141,2.961
